product_url,product_name,product_description,product_id,product_sku,product_color,product_size,product_image,product_net_price,product_gross_price,product_stock_status,product_barcode
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965660807543,2522TR71-000003-XS,black,XS,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000003_1.jpg?v=1760549488,2499,3899,true,8445962751935
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661135223,2522TR71-000003-S,black,S,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000003_1.jpg?v=1760549488,2499,3899,true,8445962751942
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661167991,2522TR71-000003-M,black,M,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000003_1.jpg?v=1760549488,2499,3899,true,8445962751959
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661200759,2522TR71-000003-L,black,L,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000003_1.jpg?v=1760549488,2499,3899,true,8445962751966
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661233527,2522TR71-000003-XL,black,XL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000003_1.jpg?v=1760549488,2499,3899,true,8445962751973
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661266295,2522TR71-000030-XS,crudo / off-white,XS,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000030_1.jpg?v=1760549488,4999,,true,8445962751980
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661299063,2522TR71-000030-S,crudo / off-white,S,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000030_1.jpg?v=1760549488,4999,,true,8445962751997
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661331831,2522TR71-000030-M,crudo / off-white,M,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000030_1.jpg?v=1760549488,4999,,true,8445962752000
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661364599,2522TR71-000030-L,crudo / off-white,L,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000030_1.jpg?v=1760549488,4999,,true,8445962752017
https://koroshishop.com/fr-fi/products/pull-femme-ecru-en-maille-douce-jacquard-et-col-montant,"Pull femme écru en maille douce, jacquard et col montant","<div>Le mannequin porte une taille XS et mesure 173 cm</div><div><p data-start=""467"" data-end=""869"">Ce pull en maille brute pour femme se distingue par son toucher doux et son design élégant. Il possède un col montant, des manches longues et un ourlet arrondi qui offre une coupe flatteuse. Le motif jacquard sur le tissu ajoute une touche décorative classique. Composé d'un mélange de 70% polyamide et 30% acrylique, il offre chaleur, légèreté et confort pour vos looks hivernaux.</p></div>",55965661397367,2522TR71-000030-XL,crudo / off-white,XL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR71_000030_1.jpg?v=1760549488,4999,,true,8445962752024
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625188727,2522TR12-000003-XS,black,XS,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000003_1.jpg?v=1760549234,4399,5599,true,8445962762498
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625516407,2522TR12-000003-S,black,S,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000003_1.jpg?v=1760549234,4399,5599,true,8445962762504
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625549175,2522TR12-000003-M,black,M,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000003_1.jpg?v=1760549234,4399,5599,true,8445962762511
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625581943,2522TR12-000003-L,black,L,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000003_1.jpg?v=1760549234,4399,5599,true,8445962762528
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625614711,2522TR12-000003-XL,black,XL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000003_1.jpg?v=1760549234,4399,5599,true,8445962762535
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625647479,2522TR12-000030-XS,crudo / off-white,XS,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000030_1.jpg?v=1760549234,5599,,true,8445962762542
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625680247,2522TR12-000030-S,crudo / off-white,S,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000030_1.jpg?v=1760549234,5599,,true,8445962762559
